,address,purpose,cctv_cnt,set_yr,lat,lon
97,경상남도 진주시 장재동 582,어린이보호,1,`2013-12,35.217003,128.102602
98,경상남도 진주시 장재동 582,어린이보호,2,`2013-12,35.217103,128.102226
99,경상남도 진주시 장재동 582,어린이보호,2,`2013-12,35.217425,128.100895
100,경상남도 진주시 초전동 686-1,어린이보호,3,`2012-12,35.197863,128.114381
101,경상남도 진주시 초전동 686-1,어린이보호,2,`2012-12,35.198617,128.115777
102,경상남도 진주시 초전동 686-1,어린이보호,1,`2012-12,35.198471,128.114241
103,경상남도 진주시 신안동 475,어린이보호,1,`2012-12,35.181748,128.069624
104,경상남도 진주시 신안동 475,어린이보호,2,`2012-12,35.183493,128.068423
105,경상남도 진주시 신안동 475,어린이보호,2,`2012-12,35.18315,128.069094
106,경상남도 진주시 신안동 475,어린이보호,1,`2012-12,35.183045,128.068438
107,경상남도 진주시 신안동 380,어린이보호,3,`2012-12,35.184307,128.066864
108,경상남도 진주시 신안동 380,어린이보호,4,`2012-12,35.18667,128.068305
109,경상남도 진주시 신안동 380,어린이보호,3,`2012-12,35.1853,128.068915
110,경상남도 진주시 신안동 710-1,어린이보호,1,`2011-12,35.177535,128.067197
111,경상남도 진주시 신안동 710-1,어린이보호,3,`2014-12,35.177118,128.067265
112,경상남도 진주시 수곡면 대천리 98-1,어린이보호,1,`2014-12,35.201183,127.93162
113,경상남도 진주시 수곡면 대천리 98-1,어린이보호,1,`2014-12,35.19963,127.931337
114,경상남도 진주시 수곡면 대천리 98-1,어린이보호,5,`2014-12,35.200683,127.931594
115,경상남도 진주시 인사동 1-29,어린이보호,2,`2020-06,35.19309,128.077626
116,경상남도 진주시 인사동 1-28,어린이보호,1,`2020-06,35.192481,128.077936
117,경상남도 진주시 인사동 1-27,어린이보호,1,`2020-06,35.192045,128.078786
118,경상남도 진주시 인사동 1-26,어린이보호,1,`2020-06,35.193054,128.079048
119,경상남도 진주시 호탄동 774,차량방범,2,`2020-11,35.159306,128.117712
120,경상남도 진주시 금산면 갈전리1400-6,생활방범,2,`2020-11,35.182133,128.153239
121,경상남도 진주시 문산읍 안전리 59-3,생활방범,2,`2020-11,35.148037,128.206385
122,경상남도 진주시 상대동 311-7,생활방범,2,`2020-11,35.178799,128.116572
123,경상남도 진주시 신안동 454-4,생활방범,2,`2020-11,35.181565,128.06891
124,경상남도 진주시 정촌면 예하리 1271-3,생활방범,2,`2020-11,35.132149,128.101548
125,경상남도 진주시 진성면 구천리 520-1,생활방범,2,`2020-11,35.16288,128.22786
126,경상남도 진주시 망경동 552-1,생활방범,2,`2020-11,35.176248,128.085098
127,경상남도 진주시 망경동 110-1,생활방범,2,`2020-11,35.187247,128.082094
128,경상남도 진주시 가좌동 436,생활방범,2,`2020-10,35.147925,128.108104
129,경상남도 진주시 가좌동 339-4,생활방범,2,`2020-10,35.151801,128.110963
130,경상남도 진주시상평동 278-6,생활방범,3,`2020-10,35.173536,128.099371
131,경상남도 진주시 상평동 371-1,생활방범,3,`2020-10,35.174039,128.12802
132,경상남도 진주시 상평동 553-10,생활방범,3,`2020-10,35.167855,128.115766
133,경상남도 진주시 상평동 478-9,생활방범,3,`2020-10,35.168749,128.120585
134,경상남도 진주시 신안동 613-1,생활방범,2,`2020-10,35.170269,128.067279
135,경상남도 진주시 신안동 594-4,생활방범,3,`2020-10,35.172821,128.069697
136,경상남도 진주시 신안동 475,어린이보호,1,`2012-12,35.182357,128.069223
137,경상남도 진주시 신안동 514-2,생활방범,2,`2020-10,35.181831,128.073967
138,경상남도 진주시 망경동 117-26,생활방범,2,`2020-10,35.185281,128.078873
139,경상남도 진주시 망경동 116,생활방범,2,`2020-10,35.186591,128.080494
140,경상남도 진주시 강남동 62-3,생활방범,2,`2020-10,35.188295,128.084988
141,경상남도 진주시 칠암동 262,생활방범,2,`2020-10,35.188876,128.087713
142,경상남도 진주시 칠암동 499-5,생활방범,2,`2020-10,35.18867,128.089834
143,경상남도 진주시 칠암동 220-1,생활방범,2,`2020-10,35.187324,128.092587
144,경상남도 진주시 칠암동 1,생활방범,2,`2020-10,35.18354,128.095757
145,경상남도 진주시 칠암동 9-4,생활방범,2,`2020-10,35.181469,128.096957
146,경상남도 진주시 내동면 독산리 583,생활방범,1,`2020-10,35.166836,128.066578
147,경상남도 진주시 내동면 독산리 583-1,생활방범,2,`2020-10,35.166579,128.066147
148,경상남도 진주시 평거동 636-11,생활방범,1,`2020-10,35.163354,128.055552
149,경상남도 진주시 평거동 695-157,생활방범,2,`2020-10,35.163354,128.055552
150,경상남도 진주시 평거동 602-9,생활방범,1,`2020-10,35.168599,128.065256
151,경상남도 진주시 봉곡동 7-16,생활방범,4,`2020-10,35.196141,128.078502
152,경상남도 진주시 상대동 33-121,다목적,3,`2020-09,35.18401,128.122581
153,경상남도 진주시 상대동 33-172,다목적,3,`2020-09,35.184106,128.125256
154,경상남도 진주시 상대동 33-12,다목적,3,`2020-09,35.184236,128.12784
155,경상남도 진주시 상대동 33-97,다목적,3,`2020-09,35.180768,128.129298
156,경상남도 진주시 상평동 55-54,다목적,3,`2020-09,35.176359,128.128144
157,경상남도 진주시 상평동 55-61,다목적,2,`2020-09,35.18105,128.140423
158,경상남도 진주시 상평동 371-1,다목적,2,`2020-09,35.17342,128.127332
159,경상남도 진주시 상평동 957-5,다목적,3,`2020-09,35.138977,128.107686
160,경상남도 진주시 상평동 278-6,다목적,3,`2020-09,35.172641,128.099948
161,경상남도 진주시 정촌면 예하리 1244-4,다목적,3,`2020-09,35.18105,128.140423
162,경상남도 진주시 충무공동 231,교통정보수집,3,`2020-06,35.180295,128.143385
163,경상남도 진주시 충무공동 298,교통정보수집,3,`2020-06,35.174591,128.14494
164,경상남도 진주시 충무공동 5,재난재해,2,`2014-12,35.186238,128.13273
165,경상남도 진주시 망경동 57-2,재난재해,1,`2020-06,35.182966,128.085707
166,경상남도 진주시 망경동 631,재난재해,1,`2020-06,35.17505,128.077086
167,경상남도 진주시 중안동 10,재난재해,1,`2020-06,35.193468,128.081692
168,경상남도 진주시 상대동 314-7,재난재해,1,`2020-06,35.180428,128.118613
169,경상남도 진주시 신안동 530-1,생활방범,2,`2020-10,35.177049,128.071736
170,경상남도 진주시 하대동 119-1,어린이보호,4,`2020-06,35.186911,128.125009
171,경상남도 진주시 초전동 686-1,어린이보호,3,`2012-12,35.198115,128.115627
172,경상남도 진주시 초전동 686-1,어린이보호,2,`2012-12,35.196699,128.114489
173,경상남도 진주시 초전동 1634-1,어린이보호,2,`2014-12,35.208537,128.113625
174,경상남도 진주시 초전동 1634-1,어린이보호,2,`2014-12,35.207118,128.114013
175,경상남도 진주시 초전동 1634-1,어린이보호,1,`2014-12,35.208239,128.113989
176,경상남도 진주시 초전동 1634-1,어린이보호,5,`2014-12,35.208234,128.113799
177,경상남도 진주시 천전동 산42-1,어린이보호,4,`2012-12,35.171878,128.091432
178,경상남도 진주시 천전동 342-4,어린이보호,2,`2012-12,35.172908,128.091094
179,경상남도 진주시 천전동 111-93,어린이보호,3,`2012-12,35.173187,128.092323
180,경상남도 진주시 천전동 111-95,어린이보호,1,`2012-12,35.173617,128.093313
181,경상남도 진주시 주약동 360-12,어린이보호,2,`2012-12,35.173246,128.092671
182,경상남도 진주시 칠암동 237-2,어린이보호,3,`2012-12,35.186253,128.091918
183,경상남도 진주시 칠암동 237-2,어린이보호,1,`2012-12,35.185597,128.09254
184,경상남도 진주시 칠암동 237-2,어린이보호,2,`2012-12,35.184907,128.090547
185,경상남도 진주시 칠암동 237-2,어린이보호,2,`2012-12,35.18593,128.090358
186,경상남도 진주시 칠암동 237-2,어린이보호,1,`2012-12,35.186638,128.089485
187,경상남도 진주시 망경동 480-5,어린이보호,4,`2014-12,35.179193,128.085295
188,경상남도 진주시 망경동 480-5,어린이보호,3,`2014-12,35.180315,128.084805
189,경상남도 진주시 망경동 490,어린이보호,2,`2012-12,35.180036,128.084148
190,경상남도 진주시 망경동 490,어린이보호,2,`2012-12,35.17895,128.084692
191,경상남도 진주시 망경동 490,어린이보호,1,`2012-12,35.179114,128.083817
192,경상남도 진주시 망경동 490,어린이보호,4,`2012-12,35.179966,128.083913
193,경상남도 진주시 집현면 지내리 125,어린이보호,2,`2013-12,35.239675,128.092486
194,경상남도 진주시 사봉면 사곡리 993-1,어린이보호,1,`2014-12,35.188475,128.271657
195,경상남도 진주시 사봉면 사곡리 993-1,어린이보호,4,`2014-12,35.187693,128.269577
196,경상남도 진주시 미천면 안간리 797-5,어린이보호,1,`2014-12,35.317728,128.088044
197,경상남도 진주시 미천면 안간리 797-5,어린이보호,1,`2014-12,35.318344,128.089817
198,경상남도 진주시 미천면 안간리 797-5,어린이보호,4,`2014-12,35.318039,128.088786
199,경상남도 진주시 문산읍 삼곡리 706,어린이보호,4,`2013-12,35.164333,128.167236
200,경상남도 진주시 문산읍 삼곡리 706,어린이보호,1,`2013-12,35.164544,128.167527
201,경상남도 진주시 문산읍 삼곡리 706,어린이보호,2,`2013-12,35.164735,128.164891
202,경상남도 진주시 문산읍 소문리 225,어린이보호,1,`2013-12,35.170541,128.163655
203,경상남도 진주시 문산읍 소문리 225,어린이보호,4,`2013-12,35.170672,128.163156
204,경상남도 진주시 문산읍 소문리 225,어린이보호,3,`2013-12,35.171181,128.161557
205,경상남도 진주시 문산읍 소문리 114-13,어린이보호,2,`2014-12,35.171257,128.168943
206,경상남도 진주시 문산읍 소문리 114-13,어린이보호,4,`2014-12,35.170544,128.168946
207,경상남도 진주시 명석면 우수리 109,어린이보호,2,`2013-12,35.218276,128.040735
208,경상남도 진주시 명석면 우수리 109,어린이보호,3,`2013-12,35.217836,128.040791
209,경상남도 진주시 명석면 관지리 668-2,어린이보호,1,`2014-12,35.252552,128.041154
210,경상남도 진주시 명석면 관지리 668-2,어린이보호,1,`2014-12,35.254582,128.040279
211,경상남도 진주시 명석면 관지리 668-2,어린이보호,4,`2014-12,35.253689,128.040612
212,경상남도 진주시 대곡면 와룡리 591,어린이보호,2,`2013-12,35.257398,128.175495
213,경상남도 진주시 대곡면 와룡리 591,어린이보호,3,`2013-12,35.257046,128.17695
214,경상남도 진주시 대곡면 와룡리 591,어린이보호,1,`2013-12,35.256695,128.177922
215,경상남도 진주시 내동면 독산리 568-4,어린이보호,3,`2013-12,35.163253,128.067272
216,경상남도 진주시 내동면 독산리 568-4,어린이보호,2,`2013-12,35.165445,128.067251
217,경상남도 진주시 내동면 독산리 568-4,어린이보호,4,`2013-12,35.163919,128.067704
218,경상남도 진주시 금산면 장사리 961,어린이보호,1,`2013-12,35.219228,128.144773
219,경상남도 진주시 금산면 장사리 961,어린이보호,3,`2013-12,35.21932,128.143459
220,경상남도 진주시 금산면 장사리 961,어린이보호,2,`2013-12,35.218931,128.142231
221,경상남도 진주시 금산면 장사리 961,어린이보호,4,`2013-12,35.218646,128.142752
222,경상남도 진주시 칠암동 491-1,쓰레기단속,1,`2013-12,35.17819,128.093494
223,경상남도 진주시 강남동 168-2,쓰레기단속,1,`2013-12,35.183529,128.086591
224,경상남도 진주시 수정동 23-6,쓰레기단속,1,`2012-12,35.197092,128.087346
225,경상남도 진주시 이현동 21-6,쓰레기단속,1,`2013-12,35.191487,128.065766
226,경상남도 진주시 상평동 251-7,쓰레기단속,1,`2012-12,35.169543,128.114201
227,경상남도 진주시 상봉동 1092-32,쓰레기단속,1,`2018-12,35.197469,128.07122
228,경상남도 진주시 문산읍 삼곡리 579-22,쓰레기단속,1,`2013-12,35.170895,128.172829
229,경상남도 진주시 가좌동 453-6,쓰레기단속,1,`2017-12,35.156577,128.108331
230,경상남도 진주시 호탄동 627-1,쓰레기단속,1,`2017-12,35.163408,128.116967
231,경상남도 진주시 정촌면 예하리1239-1,다목적,2,`2019-12,35.125267,128.10766
232,경상남도 진주시 정촌면 예하리1240-4,다목적,3,`2019-12,35.123133,128.106945
233,경상남도 진주시 정촌면 예하리 1245,다목적,2,`2019-12,35.119605,128.103528
234,경상남도 진주시 정촌면 예하리 1247-1,다목적,2,`2019-12,35.117558,128.102199
235,경상남도 진주시 정촌면 예하리 1247-2,다목적,2,`2019-12,35.116944,128.103349
236,경상남도 진주시 정촌면 예하리 1249-7,다목적,2,`2019-12,35.119276,128.100202
237,경상남도 진주시 정촌면 예하리 1241-6,다목적,2,`2019-12,35.124351,128.103711
238,경상남도 진주시 정촌면 예하리 1241-1,다목적,2,`2019-12,35.127356,128.104957
239,경상남도 진주시 상평동 232-1,다목적,4,`2019-12,35.170174,128.106616
240,경상남도 진주시 상평동 245-6,다목적,4,`2019-12,35.169446,128.111559
241,경상남도 진주시 상평동 205-24,다목적,3,`2019-12,35.170085,128.115494
242,경상남도 진주시 상평동 55-40,다목적,2,`2019-12,35.170249,128.120494
243,경상남도 진주시 상평동 314-9,다목적,3,`2019-12,35.17254,128.124809
244,경상남도 진주시 상평동 55-80,다목적,1,`2019-12,35.174207,128.125738
245,경상남도 진주시 상평동 158-13,다목적,1,`2019-12,35.172425,128.118181
246,경상남도 진주시 상평동 157-4,다목적,3,`2019-12,35.172503,128.120274
247,경상남도 진주시 상평동 155-4,다목적,4,`2019-12,35.174858,128.12043
248,경상남도 진주시 상평동 155-21,다목적,2,`2019-12,35.174656,128.118368
249,경상남도 진주시 상평동 267-9,다목적,2,`2019-12,35.174258,128.107294
250,경상남도 진주시 상평동 223-2,다목적,5,`2019-12,35.174216,128.109555
251,경상남도 진주시 상평동 215-22,다목적,4,`2019-12,35.174349,128.112267
252,경상남도 진주시 상평동 202-13,다목적,4,`2019-12,35.17234,128.115397
253,경상남도 진주시 상평동 203-24,다목적,5,`2019-12,35.172058,128.112719
254,경상남도 진주시 상평동 224-2,다목적,4,`2019-12,35.17188,128.110096
255,경상남도 진주시 상평동 235-2,다목적,5,`2019-12,35.171692,128.107476
256,경상남도 진주시 상평동 234-16,다목적,5,`2019-12,35.171885,128.105174
257,경상남도 진주시 상평동 279-19,다목적,0,`2019-12,35.173638,128.104423
258,경상남도 진주시 상대동 33-125,다목적,4,`2019-12,35.179051,128.120348
259,경상남도 진주시 상평동 55-14,다목적,5,`2019-12,35.177047,128.120307
260,경상남도 진주시 상대동 33-180,다목적,4,`2019-12,35.178436,128.125489
261,경상남도 진주시 상대동 33-180,다목적,5,`2019-12,35.178315,128.128402
262,경상남도 진주시 상대동 33-90,다목적,4,`2019-12,35.182621,128.128131
263,경상남도 진주시 상대동 33-18,다목적,5,`2019-12,35.182796,128.125179
264,경상남도 진주시 하대동 103-2,생활방범,3,`2018-12,35.189119,128.122547
265,경상남도 진주시 하대동 348,생활방범,2,`2020-06,35.189544,128.120941
266,경상남도 진주시 하대동 480-6,생활방범,4,`2020-06,35.19117,128.115789
267,경상남도 진주시 하대동 103-53,생활방범,2,`2020-06,35.190461,128.124134
268,경상남도 진주시 하대동 329-18,생활방범,4,`2019-12,35.191863,128.120632
269,경상남도 진주시 하대동 111,생활방범,4,`2019-12,35.188063,128.128128
270,경상남도 진주시 하대동 139-16,생활방범,3,`2019-12,35.185812,128.126138
271,경상남도 진주시 하대동 295,생활방범,2,`2019-12,35.193812,128.119883
272,경상남도 진주시 하대동 114-36,생활방범,2,`2019-12,35.188441,128.123923
273,경상남도 진주시 하대동 347-10,생활방범,2,`2019-12,35.188885,128.119517
274,경상남도 진주시 하대동 115-14,생활방범,3,`2019-12,35.188129,128.126157
275,경상남도 진주시 하대동 624-6,생활방범,3,`2019-12,35.195312,128.115965
276,경상남도 진주시 하대동 71-9,생활방범,2,`2019-12,35.185073,128.121045
277,경상남도 진주시 하대동 338-4,생활방범,3,`2019-12,35.190383,128.122149
278,경상남도 진주시 하대동 139-43,생활방범,2,`2018-12,35.186136,128.124911
279,경상남도 진주시 하대동 336-44,생활방범,4,`2016-12,35.190185,128.120754
280,경상남도 진주시 하대동 708-2,생활방범,1,`2016-12,35.187728,128.108207
281,경상남도 진주시 하대동 328-21,생활방범,2,`2017-12,35.191638,128.118397
282,경상남도 진주시 하대동 350-32,생활방범,2,`2017-12,35.188115,128.119526
283,경상남도 진주시 하대동 340-1,생활방범,2,`2017-12,35.189553,128.116113
284,경상남도 진주시 하대동 117-29,생활방범,2,`2017-12,35.18727,128.121418
285,경상남도 진주시 하대동 103-82,생활방범,4,`2016-12,35.191184,128.124543
286,경상남도 진주시 하대동 135-28,생활방범,2,`2016-12,35.187046,128.127523
287,경상남도 진주시 하대동 301-34,생활방범,2,`2016-12,35.193864,128.117765
288,경상남도 진주시 하대동 453-7,생활방범,2,`2016-12,35.192852,128.114446
289,경상남도 진주시 하대동 329-26,생활방범,2,`2016-12,35.190979,128.119355
290,경상남도 진주시 하대동 323-2,생활방범,2,`2016-12,35.191875,128.123246
291,경상남도 진주시 하대동 421-11,생활방범,2,`2018-12,35.188574,128.115
292,경상남도 진주시 하대동 103-82,생활방범,2,`2018-12,35.190019,128.124713
293,경상남도 진주시 하대동 313-28,생활방범,4,`2017-12,35.192361,128.119316
294,경상남도 진주시 하대동 103-2,생활방범,3,`2012-12,35.189317,128.12306
295,경상남도 진주시 평거동 1023,생활방범,2,`2020-06,35.168496,128.062711
296,경상남도 진주시 평거동 1023,생활방범,1,`2020-06,35.168615,128.062913
297,경상남도 진주시 평거동 1012,생활방범,2,`2020-06,35.168416,128.062613
298,경상남도 진주시 평거동 1111-9,생활방범,2,`2020-06,35.166809,128.044784
299,경상남도 진주시 평거동 381-2,생활방범,4,`2019-12,35.171359,128.05483
300,경상남도 진주시 평거동 400-9,생활방범,3,`2019-12,35.170735,128.053777
301,경상남도 진주시 평거동 787-6,생활방범,2,`2019-12,35.170809,128.063211
302,경상남도 진주시 평거동 1082-5,생활방범,3,`2019-12,35.165848,128.04292
303,경상남도 진주시 평거동 782-1,생활방범,4,`2019-12,35.172275,128.064723
304,경상남도 진주시 평거동 196-11,생활방범,2,`2019-12,35.173824,128.061802
305,경상남도 진주시 평거동 757-1,생활방범,2,`2019-12,35.174008,128.067635
306,경상남도 진주시 평거동 841,생활방범,2,`2019-12,35.165652,128.056957
307,경상남도 진주시 평거동 960,생활방범,3,`2018-12,35.168808,128.061353
308,경상남도 진주시 평거동 767-2,생활방범,2,`2017-12,35.172956,128.067469
309,경상남도 진주시 평거동 774-7,생활방범,2,`2017-12,35.172228,128.065247
310,경상남도 진주시 평거동 297-7,생활방범,2,`2017-12,35.172816,128.058875
311,경상남도 진주시 평거동 792-11,생활방범,3,`2016-12,35.170126,128.065349
312,경상남도 진주시 평거동 778-1,생활방범,2,`2016-12,35.171393,128.066094
313,경상남도 진주시 평거동 791-1,생활방범,4,`2016-12,35.171079,128.063948
314,경상남도 진주시 평거동 338,생활방범,2,`2015-12,35.171231,128.056211
315,경상남도 진주시 옥봉동 산1-1,생활방범,5,`2015-12,35.174795,128.06306
316,경상남도 진주시 평거동 749-20,생활방범,4,`2014-12,35.174764,128.068177
317,경상남도 진주시 평거동 162-5,생활방범,2,`2014-12,35.177047,128.061628
318,경상남도 진주시 칠암동 237-2,어린이보호,2,`2012-12,35.186716,128.089273
319,경상남도 진주시 평거동 162-34,생활방범,4,`2013-12,35.175843,128.060865
320,경상남도 진주시 판문동 268-9,생활방범,2,`2019-12,35.168245,128.048272
321,경상남도 진주시 평거동 743-9,생활방범,4,`2018-12,35.168587,128.050312
