park_nm,park_gbn,lon,lat
소공원,소공원,128.585611,35.055749
STX소공원,소공원,128.725073,35.112277
에너지과학공원,문화공원,128.6883002,35.14129989
이동1공원,어린이공원,128.6953003,35.15013512
이동2공원,어린이공원,128.692327,35.14983
풍호2공원,어린이공원,128.707537,35.136968
풍호3공원,어린이공원,128.7120063,35.136315
자은4공원,어린이공원,128.705874,35.149702
소공원,소공원,128.779917,35.116394
소공원,소공원,128.725096,35.112542
제1근린공원,근린공원,128.7503006,35.10473489
제2근린공원,근린공원,128.7544855,35.10469379
흰돌메공원,근린공원,128.7709843,35.10081023
체육공원1,체육공원,128.694249,35.147579
장천체육공원,체육공원,128.71995,35.127251
웅천묘지공원,묘지공원,128.728329,35.107534
용재공원,근린공원,128.8171577,35.1000094
청안2공원,근린공원,128.802864,35.10311242
제1어린이공원,어린이공원,128.804799,35.099779
제2어린이공원,어린이공원,128.8154804,35.10412037
제3어린이공원,어린이공원,128.815579,35.098046
제4어린이공원,어린이공원,128.819844,35.0991545
자은3지구공원,어린이공원,128.708553,35.142735
장천1공원,어린이공원,128.707657,35.127177
자은5공원,어린이공원,128.70577,35.150681
제덕제1공원,어린이공원,128.74214,35.101914
제덕제2공원,어린이공원,128.743698,35.10065
자은공원,어린이공원,128.710183,35.147241
남양공원,어린이공원,128.7848394,35.12229292
제1어린이공원,어린이공원,128.747389,35.109724
제2어린이공원,어린이공원,128.751182,35.107084
제3어린이공원,어린이공원,128.753777,35.109869
제4어린이공원,어린이공원,128.754927,35.107277
초록오름공원1(근린공원26),근린공원,128.80618,35.089326
초록오름공원2(근린공원15),근린공원,128.8094691,35.08942323
풀잎나루공원(근린공원16),근린공원,128.8214848,35.09200602
모람공원(근린공원17),근린공원,128.8226433,35.08733447
망개공원(어린이공원30),어린이공원,128.8007678,35.08909293
이슬공원(어린이공원31),어린이공원,128.805186,35.086878
물방울공원(어린이공원32),어린이공원,128.810147,35.08693
가람공원(어린이공원33),어린이공원,128.813516,35.087521
잎새길공원(어린이공원34),어린이공원,128.815032,35.090397
물방울공원(어린이공원32),어린이공원,128.810147,35.08693
가람공원(어린이공원33),어린이공원,128.813516,35.087521
잎새길공원(어린이공원34),어린이공원,128.815032,35.090397
풍호공원,근린공원,128.7131765,35.136253
제황산공원,근린공원,128.6631795,35.14882748
남양공원,근린공원,128.7818533,35.11462096
안골무궁화공원,근린공원,128.8029293,35.09840368
청안공원(용원문화공원),근린공원,128.807032,35.103699
제2어린이공원,어린이공원,128.751182,35.107084
제3어린이공원,어린이공원,128.753777,35.109869
제4어린이공원,어린이공원,128.754927,35.107277
초록오름공원1(근린공원26),근린공원,128.80618,35.089326
초록오름공원2(근린공원15),근린공원,128.8094691,35.08942323
풀잎나루공원(근린공원16),근린공원,128.8214848,35.09200602
모람공원(근린공원17),근린공원,128.8226433,35.08733447
망개공원(어린이공원30),어린이공원,128.8007678,35.08909293
이슬공원(어린이공원31),어린이공원,128.805186,35.086878
제1어린이공원,어린이공원,128.747389,35.109724
제4어린이공원,어린이공원,128.819844,35.0991545
자은3지구공원,어린이공원,128.708553,35.142735
장천1공원,어린이공원,128.707657,35.127177
