,sgg_nm,road_addr,jibun_addr,lat,lon,install_year,install_type,manage_dept,manage_dept_pn,base_date
37,수원시,,경기도 수원시 장안구 연무동  3-2,37.297937,127.026705,1999,전용주,도로관리과,031-228-4309,2020-08-21
38,수원시,,경기도 수원시 장안구 연무동  3-2,37.297802,127.026612,1999,전용주,도로관리과,031-228-4309,2020-08-21
39,수원시,,경기도 수원시 장안구 연무동  3-2,37.297563,127.026454,1999,전용주,도로관리과,031-228-4309,2020-08-21
40,수원시,,경기도 수원시 장안구 연무동  380-101,37.297313,127.026299,1999,전용주,도로관리과,031-228-4309,2020-08-21
41,수원시,,경기도 수원시 장안구 연무동  198-1,37.297108,127.026287,1999,전용주,도로관리과,031-228-4309,2020-08-21
42,수원시,,경기도 수원시 장안구 연무동  198-1,37.297311,127.026445,1999,전용주,도로관리과,031-228-4309,2020-08-21
43,수원시,,경기도 수원시 장안구 연무동  440-42,37.299135,127.027532,1999,전용주,도로관리과,031-228-4309,2020-08-21
44,수원시,,경기도 수원시 장안구 연무동  380-101,37.297572,127.026572,1999,전용주,도로관리과,031-228-4309,2020-08-21
45,수원시,,경기도 수원시 장안구 연무동  3-2,37.2978,127.026713,1999,전용주,도로관리과,031-228-4309,2020-08-21
46,수원시,,경기도 수원시 장안구 연무동  3-2,37.297985,127.026857,1999,전용주,도로관리과,031-228-4309,2020-08-21
47,수원시,,경기도 수원시 장안구 연무동  198-1,37.298372,127.027077,1999,전용주,도로관리과,031-228-4309,2020-08-21
48,수원시,,경기도 수원시 장안구 연무동  198-1,37.298543,127.02719,1999,전용주,도로관리과,031-228-4309,2020-08-21
49,수원시,,경기도 수원시 장안구 연무동  198-1,37.298897,127.027436,1999,전용주,도로관리과,031-228-4309,2020-08-21
50,수원시,,경기도 수원시 장안구 연무동  211,37.299075,127.027625,1999,전용주,도로관리과,031-228-4309,2020-08-21
51,수원시,,경기도 수원시 장안구 연무동  211,37.29921,127.027842,1999,전용주,도로관리과,031-228-4309,2020-08-21
52,수원시,,경기도 수원시 장안구 연무동  211,37.299347,127.028014,1999,전용주,도로관리과,031-228-4309,2020-08-21
53,수원시,,경기도 수원시 장안구 연무동  440-42,37.299545,127.028355,1999,전용주,도로관리과,031-228-4309,2020-08-21
54,수원시,,경기도 수원시 장안구 연무동  440-42,37.299424,127.027929,1999,전용주,도로관리과,031-228-4309,2020-08-21
55,수원시,,경기도 수원시 장안구 연무동  406-5,37.29973,127.028632,1999,전용주,도로관리과,031-228-4309,2020-08-21
56,수원시,,경기도 수원시 장안구 연무동  406-11,37.29991,127.028798,1999,전용주,도로관리과,031-228-4309,2020-08-21
57,수원시,,경기도 수원시 장안구 연무동  406-11,37.29964,127.028288,1999,전용주,도로관리과,031-228-4309,2020-08-21
58,수원시,,경기도 수원시 장안구 연무동  406-11,37.299827,127.028553,1999,벽부주,도로관리과,031-228-4309,2020-08-21
59,수원시,,경기도 수원시 장안구 연무동  406-11,37.299942,127.028702,1999,전용주,도로관리과,031-228-4309,2020-08-21
60,수원시,,경기도 수원시 장안구 연무동  406-11,37.3,127.028818,1999,전용주,도로관리과,031-228-4309,2020-08-21
61,수원시,,경기도 수원시 장안구 연무동  406-11,37.299989,127.028967,1999,통신주,도로관리과,031-228-4309,2020-08-21
62,수원시,,경기도 수원시 장안구 연무동  440-42,37.299894,127.029165,1999,통신주,도로관리과,031-228-4309,2020-08-21
63,수원시,,경기도 수원시 장안구 정자동  588-14,37.310227,126.98403,2013,전용주,도로관리과,031-228-4309,2020-08-21
64,수원시,,경기도 수원시 장안구 정자동  326-10,37.310979,126.983829,2013,전용주,도로관리과,031-228-4309,2020-08-21
65,수원시,,경기도 수원시 장안구 정자동  331-5,37.31134,126.983511,2013,벽부주,도로관리과,031-228-4309,2020-08-21
66,수원시,,경기도 수원시 장안구 정자동  334-43,37.311669,126.983166,2013,전용주,도로관리과,031-228-4309,2020-08-21
67,수원시,,경기도 수원시 장안구 정자동  332-3,37.311988,126.982842,2013,전용주,도로관리과,031-228-4309,2020-08-21
68,수원시,,경기도 수원시 장안구 정자동  847-62,37.310477,126.984013,2013,전용주,도로관리과,031-228-4309,2020-08-21
69,수원시,,경기도 수원시 장안구 정자동  521-36,37.31084,126.983979,2013,전용주,도로관리과,031-228-4309,2020-08-21
70,수원시,,경기도 수원시 장안구 정자동  326-6,37.31122,126.98375,2013,전용주,도로관리과,031-228-4309,2020-08-21
71,수원시,,경기도 수원시 장안구 정자동  331-2,37.311615,126.98335,2013,전용주,도로관리과,031-228-4309,2020-08-21
72,수원시,,경기도 수원시 장안구 정자동  521-46,37.311925,126.983042,2013,전용주,도로관리과,031-228-4309,2020-08-21
73,수원시,,경기도 수원시 장안구 정자동  588-14,37.310132,126.9839,2013,벽부주,도로관리과,031-228-4309,2020-08-21
74,수원시,,경기도 수원시 장안구 정자동  588-14,37.310362,126.9839,2013,전용주,도로관리과,031-228-4309,2020-08-21
75,수원시,,경기도 수원시 장안구 정자동  915-46,37.310624,126.983903,2013,벽부주,도로관리과,031-228-4309,2020-08-21
76,수원시,,경기도 수원시 장안구 연무동  254-13,37.291386,127.021594,1999,전용주,도로관리과,031-228-4309,2020-08-21
77,수원시,,경기도 수원시 장안구 연무동  136-3,37.293363,127.02323,1999,전용주,도로관리과,031-228-4309,2020-08-21
78,수원시,,경기도 수원시 장안구 연무동  137-1,37.293545,127.02336,1999,전용주,도로관리과,031-228-4309,2020-08-21
79,수원시,,경기도 수원시 장안구 연무동  199-2,37.293809,127.02354,1999,전용주,도로관리과,031-228-4309,2020-08-21
80,수원시,,경기도 수원시 장안구 연무동  198-90,37.293973,127.023681,1999,전용주,도로관리과,031-228-4309,2020-08-21
81,수원시,,경기도 수원시 장안구 연무동  251,37.294221,127.02387,1999,전용주,도로관리과,031-228-4309,2020-08-21
82,수원시,,경기도 수원시 장안구 연무동  169-1,37.29157,127.021839,1999,전용주,도로관리과,031-228-4309,2020-08-21
83,수원시,,경기도 수원시 장안구 연무동  169-1,37.291741,127.02204,1999,전용주,도로관리과,031-228-4309,2020-08-21
84,수원시,,경기도 수원시 장안구 연무동  202-1,37.292,127.022251,1999,전용주,도로관리과,031-228-4309,2020-08-21
85,수원시,,경기도 수원시 장안구 연무동  202-1,37.292241,127.022423,1999,전용주,도로관리과,031-228-4309,2020-08-21
86,수원시,,경기도 수원시 장안구 연무동  138-3,37.292442,127.02257,1999,전용주,도로관리과,031-228-4309,2020-08-21
87,수원시,,경기도 수원시 장안구 연무동  138-3,37.292669,127.022736,1999,전용주,도로관리과,031-228-4309,2020-08-21
88,수원시,,경기도 수원시 장안구 연무동  199-2,37.292877,127.022883,1999,전용주,도로관리과,031-228-4309,2020-08-21
89,수원시,,경기도 수원시 장안구 연무동  137-1,37.293129,127.023061,1999,전용주,도로관리과,031-228-4309,2020-08-21
90,수원시,,경기도 수원시 장안구 연무동  37-9,37.288476,127.017999,1998,전용주,도로관리과,031-228-4309,2020-08-21
91,수원시,,경기도 수원시 장안구 연무동  380-73,37.290291,127.020037,1998,전용주,도로관리과,031-228-4309,2020-08-21
92,수원시,,경기도 수원시 장안구 연무동  380-73,37.290444,127.020257,1998,전용주,도로관리과,031-228-4309,2020-08-21
93,수원시,,경기도 수원시 장안구 연무동  380-73,37.290613,127.020491,1998,전용주,도로관리과,031-228-4309,2020-08-21
94,수원시,,경기도 수원시 장안구 연무동  198-90,37.290877,127.020847,1998,전용주,도로관리과,031-228-4309,2020-08-21
95,수원시,,경기도 수원시 장안구 연무동  37-9,37.288699,127.017866,1998,전용주,도로관리과,031-228-4309,2020-08-21
96,수원시,,경기도 수원시 장안구 연무동  202-25,37.28848,127.018435,1998,전용주,도로관리과,031-228-4309,2020-08-21
97,수원시,,경기도 수원시 장안구 연무동  37-9,37.288676,127.018072,1998,전용주,도로관리과,031-228-4309,2020-08-21
98,수원시,,경기도 수원시 장안구 연무동  134-21,37.288825,127.017835,1998,전용주,도로관리과,031-228-4309,2020-08-21
99,수원시,,경기도 수원시 장안구 연무동  133-14,37.288974,127.017697,1998,전용주,도로관리과,031-228-4309,2020-08-21
100,수원시,,경기도 수원시 장안구 연무동  380-146,37.289183,127.017494,1998,전용주,도로관리과,031-228-4309,2020-08-21
101,수원시,,경기도 수원시 장안구 연무동  37-9,37.288591,127.018117,1998,전용주,도로관리과,031-228-4309,2020-08-21
102,수원시,,경기도 수원시 장안구 연무동  134-11,37.289174,127.017691,1998,전용주,도로관리과,031-228-4309,2020-08-21
103,수원시,,경기도 수원시 장안구 연무동  37-9,37.288814,127.018032,1998,전용주,도로관리과,031-228-4309,2020-08-21
104,수원시,,경기도 수원시 장안구 연무동  198-118,37.288651,127.018382,1998,전용주,도로관리과,031-228-4309,2020-08-21
105,수원시,,경기도 수원시 장안구 연무동  189-12,37.288464,127.018695,1998,전용주,도로관리과,031-228-4309,2020-08-21
106,수원시,,경기도 수원시 장안구 연무동  37-9,37.288926,127.018444,1998,전용주,도로관리과,031-228-4309,2020-08-21
107,수원시,,경기도 수원시 장안구 연무동  380-73,37.289079,127.018613,1998,전용주,도로관리과,031-228-4309,2020-08-21
108,수원시,,경기도 수원시 장안구 연무동  380-73,37.289305,127.018853,1998,전용주,도로관리과,031-228-4309,2020-08-21
109,수원시,,경기도 수원시 장안구 연무동  380-73,37.289498,127.019059,1998,전용주,도로관리과,031-228-4309,2020-08-21
110,수원시,,경기도 수원시 장안구 연무동  380-73,37.289681,127.019282,1998,전용주,도로관리과,031-228-4309,2020-08-21
111,수원시,,경기도 수원시 장안구 연무동  380-73,37.28987,127.019496,1998,전용주,도로관리과,031-228-4309,2020-08-21
112,수원시,,경기도 수원시 장안구 연무동  380-73,37.290082,127.019764,1998,전용주,도로관리과,031-228-4309,2020-08-21
113,수원시,,경기도 수원시 장안구 연무동  161-13,37.289707,127.024213,2012,전용주,도로관리과,031-228-4309,2020-08-21
114,수원시,,경기도 수원시 장안구 연무동  161-13,37.289605,127.024475,2012,전용주,도로관리과,031-228-4309,2020-08-21
115,수원시,,경기도 수원시 장안구 연무동  161-13,37.289826,127.023877,2012,전용주,도로관리과,031-228-4309,2020-08-21
116,수원시,,경기도 수원시 장안구 연무동  161-13,37.289939,127.02364,2012,전용주,도로관리과,031-228-4309,2020-08-21
117,수원시,,경기도 수원시 장안구 연무동  161-13,37.290018,127.023358,2012,전용주,도로관리과,031-228-4309,2020-08-21
118,수원시,,경기도 수원시 장안구 연무동  161-13,37.290133,127.023082,2012,전용주,도로관리과,031-228-4309,2020-08-21
119,수원시,,경기도 수원시 장안구 연무동  161-5,37.290252,127.022795,2012,전용주,도로관리과,031-228-4309,2020-08-21
120,수원시,,경기도 수원시 장안구 연무동  171-1,37.290424,127.02238,2012,전용주,도로관리과,031-228-4309,2020-08-21
121,수원시,,경기도 수원시 장안구 연무동  171-2,37.290572,127.021935,2012,전용주,도로관리과,031-228-4309,2020-08-21
122,수원시,,경기도 수원시 장안구 정자동  563-3,37.310257,126.986086,2005,벽부주,도로관리과,031-228-4309,2020-08-21
123,수원시,,경기도 수원시 장안구 이목동  895-1,37.310766,126.987981,2019,전용주,도로관리과,031-228-4309,2020-08-21
124,수원시,,경기도 수원시 장안구 이목동  904-1,37.311187,126.988632,2019,전용주,도로관리과,031-228-4309,2020-08-21
125,수원시,,경기도 수원시 장안구 이목동  907-1,37.311548,126.989145,2019,전용주,도로관리과,031-228-4309,2020-08-21
126,수원시,,경기도 수원시 장안구 이목동  895-4,37.311798,126.989461,2019,전용주,도로관리과,031-228-4309,2020-08-21
127,수원시,,경기도 수원시 장안구 정자동  563-3,37.310205,126.98553,2005,전용주,도로관리과,031-228-4309,2020-08-21
128,수원시,,경기도 수원시 장안구 정자동  563-3,37.310162,126.98496,2005,전용주,도로관리과,031-228-4309,2020-08-21
129,수원시,,경기도 수원시 장안구 정자동  586-2,37.310108,126.984413,2005,벽부주,도로관리과,031-228-4309,2020-08-21
130,수원시,,경기도 수원시 장안구 정자동  338-3,37.310029,126.983516,2005,전용주,도로관리과,031-228-4309,2020-08-21
131,수원시,,경기도 수원시 장안구 정자동  338-3,37.309972,126.982831,2005,전용주,도로관리과,031-228-4309,2020-08-21
132,수원시,,경기도 수원시 장안구 정자동  919,37.3099,126.981867,2005,전용주,도로관리과,031-228-4309,2020-08-21
133,수원시,,경기도 수원시 장안구 정자동  563-3,37.310324,126.986833,2005,전용주,도로관리과,031-228-4309,2020-08-21
134,수원시,,경기도 수원시 장안구 정자동  563-3,37.31036,126.987149,2005,전용주,도로관리과,031-228-4309,2020-08-21
135,수원시,,경기도 수원시 장안구 정자동  944-3,37.310176,126.986867,2013,전용주,도로관리과,031-228-4309,2020-08-21
136,수원시,,경기도 수원시 장안구 정자동  919-1,37.309761,126.982374,2013,전용주,도로관리과,031-228-4309,2020-08-21
137,수원시,,경기도 수원시 장안구 정자동  919,37.309702,126.981839,2013,전용주,도로관리과,031-228-4309,2020-08-21
138,수원시,,경기도 수원시 장안구 정자동  944-3,37.310252,126.987363,2013,벽부주,도로관리과,031-228-4309,2020-08-21
139,수원시,,경기도 수원시 장안구 정자동  944,37.309846,126.984253,2013,전용주,도로관리과,031-228-4309,2020-08-21
140,수원시,,경기도 수원시 장안구 정자동  944-3,37.310101,126.986184,2013,벽부주,도로관리과,031-228-4309,2020-08-21
141,수원시,,경기도 수원시 장안구 정자동  944-3,37.310034,126.985606,2013,전용주,도로관리과,031-228-4309,2020-08-21
142,수원시,,경기도 수원시 장안구 정자동  944-3,37.309988,126.985313,2013,전용주,도로관리과,031-228-4309,2020-08-21
143,수원시,,경기도 수원시 장안구 정자동  944-3,37.309961,126.985017,2013,전용주,도로관리과,031-228-4309,2020-08-21
144,수원시,,경기도 수원시 장안구 정자동  944-3,37.309867,126.983612,2013,전용주,도로관리과,031-228-4309,2020-08-21
145,수원시,,경기도 수원시 장안구 정자동  919-1,37.309828,126.983077,2013,전용주,도로관리과,031-228-4309,2020-08-21
146,수원시,,경기도 수원시 장안구 정자동  944,37.308198,126.986509,2013,전용주,도로관리과,031-228-4309,2020-08-21
147,수원시,,경기도 수원시 장안구 정자동  944,37.308058,126.987169,2013,벽부주,도로관리과,031-228-4309,2020-08-21
148,수원시,,경기도 수원시 장안구 정자동  944,37.308031,126.987716,2013,전용주,도로관리과,031-228-4309,2020-08-21
149,수원시,,경기도 수원시 장안구 정자동  944,37.308007,126.988243,2013,전용주,도로관리과,031-228-4309,2020-08-21
150,수원시,,경기도 수원시 장안구 정자동  944-5,37.308063,126.988644,2013,벽부주,도로관리과,031-228-4309,2020-08-21
151,수원시,,경기도 수원시 장안구 정자동  944-5,37.308468,126.988663,2013,전용주,도로관리과,031-228-4309,2020-08-21
152,수원시,,경기도 수원시 장안구 정자동  633,37.309047,126.988553,2013,전용주,도로관리과,031-228-4309,2020-08-21
153,수원시,,경기도 수원시 장안구 정자동  633,37.309284,126.988356,2013,전용주,도로관리과,031-228-4309,2020-08-21
154,수원시,,경기도 수원시 장안구 정자동  633,37.309556,126.988127,2013,전용주,도로관리과,031-228-4309,2020-08-21
155,수원시,,경기도 수원시 장안구 정자동  944-4,37.309887,126.987874,2013,전용주,도로관리과,031-228-4309,2020-08-21
156,수원시,,경기도 수원시 장안구 정자동  944,37.308355,126.986108,2013,전용주,도로관리과,031-228-4309,2020-08-21
157,수원시,,경기도 수원시 장안구 정자동  944,37.308518,126.985779,2013,전용주,도로관리과,031-228-4309,2020-08-21
158,수원시,,경기도 수원시 장안구 정자동  944,37.3087,126.98546,2013,전용주,도로관리과,031-228-4309,2020-08-21
159,수원시,,경기도 수원시 장안구 정자동  944,37.308932,126.98513,2013,벽부주,도로관리과,031-228-4309,2020-08-21
160,수원시,,경기도 수원시 장안구 정자동  944,37.309427,126.984484,2013,전용주,도로관리과,031-228-4309,2020-08-21
161,수원시,,경기도 수원시 장안구 정자동  944-2,37.309238,126.984997,2013,전용주,도로관리과,031-228-4309,2020-08-21
162,수원시,,경기도 수원시 장안구 정자동  944-2,37.309536,126.985319,2013,전용주,도로관리과,031-228-4309,2020-08-21
163,수원시,,경기도 수원시 장안구 정자동  944-2,37.309781,126.985203,2013,전용주,도로관리과,031-228-4309,2020-08-21
164,수원시,,경기도 수원시 장안구 연무동  31-7,37.296917,127.026437,2009,전용주,도로관리과,031-228-4309,2020-08-21
165,수원시,,경기도 수원시 장안구 연무동  380-112,37.29496,127.024536,2009,전용주,도로관리과,031-228-4309,2020-08-21
166,수원시,,경기도 수원시 장안구 연무동  380-112,37.294732,127.024288,2009,전용주,도로관리과,031-228-4309,2020-08-21
167,수원시,,경기도 수원시 장안구 연무동  198-90,37.294552,127.024107,2009,전용주,도로관리과,031-228-4309,2020-08-21
168,수원시,,경기도 수원시 장안구 연무동  31-7,37.29716,127.026575,2009,전용주,도로관리과,031-228-4309,2020-08-21
169,수원시,,경기도 수원시 장안구 연무동  31-7,37.297403,127.02673,2009,전용주,도로관리과,031-228-4309,2020-08-21
170,수원시,,경기도 수원시 장안구 연무동  198-1,37.297581,127.026854,2009,전용주,도로관리과,031-228-4309,2020-08-21
171,수원시,,경기도 수원시 장안구 연무동  198-1,37.297845,127.027001,2009,전용주,도로관리과,031-228-4309,2020-08-21
172,수원시,,경기도 수원시 장안구 연무동  197,37.298151,127.027165,2009,전용주,도로관리과,031-228-4309,2020-08-21
173,수원시,,경기도 수원시 장안구 연무동  197,37.298412,127.027331,2009,전용주,도로관리과,031-228-4309,2020-08-21
174,수원시,,경기도 수원시 장안구 연무동  198-1,37.298656,127.027467,2009,전용주,도로관리과,031-228-4309,2020-08-21
175,수원시,,경기도 수원시 장안구 연무동  31-7,37.296692,127.02629,2009,전용주,도로관리과,031-228-4309,2020-08-21
176,수원시,,경기도 수원시 장안구 연무동  198-1,37.29887,127.027647,2009,전용주,도로관리과,031-228-4309,2020-08-21
177,수원시,,경기도 수원시 장안구 연무동  211,37.299063,127.027901,2009,전용주,도로관리과,031-228-4309,2020-08-21
178,수원시,,경기도 수원시 장안구 연무동  211,37.299232,127.028194,2009,전용주,도로관리과,031-228-4309,2020-08-21
179,수원시,,경기도 수원시 장안구 연무동  211,37.299419,127.02853,2009,전용주,도로관리과,031-228-4309,2020-08-21
180,수원시,,경기도 수원시 장안구 연무동  211,37.299559,127.028772,2009,전용주,도로관리과,031-228-4309,2020-08-21
181,수원시,,경기도 수원시 장안구 연무동  440-42,37.299719,127.02899,2009,전용주,도로관리과,031-228-4309,2020-08-21
182,수원시,,경기도 수원시 장안구 연무동  31-7,37.296406,127.026129,2009,전용주,도로관리과,031-228-4309,2020-08-21
183,수원시,,경기도 수원시 장안구 연무동  31-7,37.296192,127.025909,2009,전용주,도로관리과,031-228-4309,2020-08-21
184,수원시,,경기도 수원시 장안구 연무동  32-2,37.295994,127.025678,2009,전용주,도로관리과,031-228-4309,2020-08-21
185,수원시,,경기도 수원시 장안구 연무동  198-1,37.295755,127.025407,2009,전용주,도로관리과,031-228-4309,2020-08-21
186,수원시,,경기도 수원시 장안구 연무동  198-1,37.295536,127.025184,2009,전용주,도로관리과,031-228-4309,2020-08-21
187,수원시,,경기도 수원시 장안구 연무동  198-1,37.29539,127.025012,2009,전용주,도로관리과,031-228-4309,2020-08-21
188,수원시,,경기도 수원시 장안구 연무동  380-112,37.295111,127.024722,2009,전용주,도로관리과,031-228-4309,2020-08-21
189,수원시,,경기도 수원시 장안구 정자동  944-5,37.307329,126.988621,2013,전용주,도로관리과,031-228-4309,2020-08-21
190,수원시,,경기도 수원시 장안구 정자동  944,37.308056,126.986329,2013,전용주,도로관리과,031-228-4309,2020-08-21
191,수원시,,경기도 수원시 장안구 정자동  944,37.308313,126.985753,2013,전용주,도로관리과,031-228-4309,2020-08-21
192,수원시,,경기도 수원시 장안구 정자동  944,37.308608,126.985223,2013,전용주,도로관리과,031-228-4309,2020-08-21
193,수원시,,경기도 수원시 장안구 정자동  944,37.308867,126.984856,2013,벽부주,도로관리과,031-228-4309,2020-08-21
194,수원시,,경기도 수원시 장안구 정자동  944,37.309277,126.984349,2013,전용주,도로관리과,031-228-4309,2020-08-21
195,수원시,,경기도 수원시 장안구 정자동  944,37.309635,126.984007,2013,전용주,도로관리과,031-228-4309,2020-08-21
196,수원시,,경기도 수원시 장안구 정자동  944-5,37.306865,126.98859,2013,전용주,도로관리과,031-228-4309,2020-08-21
197,수원시,,경기도 수원시 장안구 정자동  944-5,37.306443,126.988576,2013,전용주,도로관리과,031-228-4309,2020-08-21
198,수원시,,경기도 수원시 장안구 정자동  944-5,37.306033,126.988565,2013,전용주,도로관리과,031-228-4309,2020-08-21
199,수원시,,경기도 수원시 장안구 정자동  944-5,37.305704,126.988554,2013,벽부주,도로관리과,031-228-4309,2020-08-21
200,수원시,,경기도 수원시 장안구 정자동  944,37.30786,126.988483,2013,벽부주,도로관리과,031-228-4309,2020-08-21
201,수원시,,경기도 수원시 장안구 정자동  944,37.307858,126.987944,2013,전용주,도로관리과,031-228-4309,2020-08-21
202,수원시,,경기도 수원시 장안구 정자동  944,37.307862,126.987488,2013,전용주,도로관리과,031-228-4309,2020-08-21
203,수원시,,경기도 수원시 장안구 정자동  944,37.307916,126.986785,2013,벽부주,도로관리과,031-228-4309,2020-08-21
204,수원시,,경기도 수원시 장안구 상광교동  61,37.335676,127.019192,1999,전용주,도로관리과,031-228-4309,2020-08-21
205,수원시,,경기도 수원시 장안구 상광교동  58-1,37.336854,127.020803,1999,전용주,도로관리과,031-228-4309,2020-08-21
206,수원시,,경기도 수원시 장안구 상광교동  산 34,37.337241,127.021229,1999,전용주,도로관리과,031-228-4309,2020-08-21
207,수원시,,경기도 수원시 장안구 상광교동  56,37.337715,127.021379,1999,전용주,도로관리과,031-228-4309,2020-08-21
208,수원시,,경기도 수원시 장안구 상광교동  산 31,37.338109,127.021554,1999,전용주,도로관리과,031-228-4309,2020-08-21
209,수원시,,경기도 수원시 장안구 상광교동  409-1,37.335476,127.019014,1999,전용주,도로관리과,031-228-4309,2020-08-21
210,수원시,,경기도 수원시 장안구 상광교동  46-4,37.335228,127.018675,1999,전용주,도로관리과,031-228-4309,2020-08-21
211,수원시,,경기도 수원시 장안구 상광교동  409-1,37.334868,127.018388,1999,전용주,도로관리과,031-228-4309,2020-08-21
212,수원시,,경기도 수원시 장안구 상광교동  409-1,37.334532,127.017976,1999,전용주,도로관리과,031-228-4309,2020-08-21
213,수원시,,경기도 수원시 장안구 상광교동  409-1,37.336278,127.01953,1999,전용주,도로관리과,031-228-4309,2020-08-21
214,수원시,,경기도 수원시 장안구 상광교동  409-1,37.336649,127.019996,1999,전용주,도로관리과,031-228-4309,2020-08-21
215,수원시,,경기도 수원시 장안구 상광교동  58,37.336676,127.020253,1999,전용주,도로관리과,031-228-4309,2020-08-21
216,수원시,,경기도 수원시 장안구 상광교동  58,37.336746,127.020541,1999,전용주,도로관리과,031-228-4309,2020-08-21
